,source,author,title,description,url,urlToImage,publishedAt,content
77,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),"The crypto bear market will continue if bitcoin confirms its recent breakdown below $20,000, Fairlead's Katie Stockton says","""Short-term momentum has shifted negative per a new daily MACD 'sell' signal,"" Fairlead Strategies' Katie Stockton said.",https://markets.businessinsider.com/news/currencies/crypto-bear-market-bitcoin-prices-20000-btc-breakdown-technical-analysis-2022-9,https://i.insider.com/632b4a2048c188001815b1f1?width=1200&format=jpeg,2022-09-21T18:14:47Z,"The crypto bear market is likely to continue as long as bitcoin confirms its recent breakdown below $20,000, according to a Tuesday note from Fairlead Strategies.
The technical analysis-focused rese… [+2155 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",,"Ethereum blockchain has completed major software upgrade, co-founder says - Reuters","A major software upgrade to the Ethereum blockchain aimed at drastically reducing its energy usage has been completed, Vitalik Buterin, Ethereum inventor and co-founder tweeted on Thursday.",https://www.reuters.com/technology/ethereum-blockchain-has-completed-major-software-upgrade-co-founder-says-2022-09-15/,https://www.reuters.com/resizer/F81Dp-auWz2ULsuNYWSA54O0MI8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QMGLSVUGONLBVKM52FOAB3NOLY.jpg,2022-09-15T07:11:00Z,"Sept 15 (Reuters) - A major software upgrade to the Ethereum blockchain aimed at drastically reducing its energy usage has been completed, Vitalik Buterin, Ethereum inventor and co-founder tweeted on… [+703 chars]"
79,"{'id': 'business-insider', 'name': 'Business Insider'}",stabahriti@insider.com (Sam Tabahriti),The 'head trader' of a $100 million investment fraud scheme posing as a crypto platform called EmpiresX has pleaded guilty,Joshua David Nicholas of EmpiresX pleaded guilty to conspiracy to commit securities fraud in what the Department of Justice said was a Ponzi scheme.,https://www.businessinsider.com/head-trader-fake-crypto-platform-empiresx-pleaded-guilty-fraud-2022-9,https://i.insider.com/631c47cdc3104e0012506951?width=1200&format=jpeg,2022-09-10T14:37:00Z,"The ""head trader"" of an investment fraud scheme posing as a cryptocurrency platform that defrauded investors of about $100 million has pleaded guilty to one count of conspiracy to commit securities f… [+1577 chars]"
80,"{'id': 'business-insider', 'name': 'Business Insider'}",mloh@businessinsider.com (Matthew Loh),Elon Musk's crypto interview was broadcast on the South Korean government's YouTube channel that was hacked and renamed 'SpaceX Invest',The breach on Saturday morning is the fourth time in the last two weeks that a YouTube channel run by the South Korean government was hacked.,https://www.businessinsider.com/elon-musk-crypto-interview-streams-hacked-south-korean-governments-youtube-2022-9,https://i.insider.com/631567f8ed92be0018c5dd1d?width=1200&format=jpeg,2022-09-05T03:48:07Z,"The South Korean government's official YouTube channel was hacked on Saturday morning to broadcast a video featuring billionaire Elon Musk chatting about cryptocurrency, according to local media repo… [+1879 chars]"
81,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Michael Saylor's MicroStrategy buys the dip with fresh $6 million bitcoin purchase, adding to its crypto stockpile","As of September 22, MicroStrategy and its subsidiaries own about 130,000 bitcoins, bought at an average price of about $30,639, per Bloomberg.",https://markets.businessinsider.com/news/stocks/michael-saylor-microstrategy-buy-dip-million-bitcoin-cryptocurrency-eth-crypto-2022-9,https://i.insider.com/6329c0bc4f9291001883ce01?width=1200&format=jpeg,2022-09-20T14:31:20Z,"MicroStrategy, helmed by famed bitcoin-bull Michael Saylor, purchased about $6 million in bitcoin between August 2 and September 19, a Tuesday SEC filing showed.
That's good for about 301 bitcoin, b… [+1049 chars]"
82,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),Dow slides 300 points as investors brace for rate-hike decision from the Federal Reserve,"The 2-year Treasury yield, which is sensitive to Fed moves, surged as high as 3.983% intraday to hit the highest rate since 2007.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-300-points-fed-rate-hike-2022-9,https://i.insider.com/632a130fedbe7f00190f175e?width=1200&format=jpeg,2022-09-20T20:06:26Z,"US stocks finished lower Tuesday as investors anxiously await interest rate guidance from the Federal Reserve's policy meeting. 
Stocks are under pressure from an anticipated 75-basis-point rate hik… [+548 chars]"
83,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),US stocks slip as the Fed begins its policy meeting and the 10-year yield hits a fresh 11-year high,The Federal Open Market Committee began its highly anticipated two-day meeting on Tuesday.,https://markets.businessinsider.com/news/stocks/stock-market-news-stocks-fall-fed-policy-meeting-interest-inflation-2022-9,https://i.insider.com/62b9b45d9f5e550019aabbe6?width=1200&format=jpeg,2022-09-20T13:42:59Z,"US stocks fell Tuesday as investors eyed the beginning of the latest central bank policy meeting that could spur more market fallout. 
The meeting concludes on Wednesday, and Wall Street is anticipa… [+542 chars]"
84,"{'id': 'business-insider', 'name': 'Business Insider'}",jma@insider.com (Jason Ma),Dow plunges 485 points to hit new closing low for the year as interest rate and recession fears roil markets,"The Dow Jones Industrial Average lost 4.5% on the week, the S&P 500 gave up 5.2%, and the Nasdaq tumbled 5.5%.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-bear-market-sp500-closing-low-2022-9,https://i.insider.com/629fae53caad7400180e7d62?width=1200&format=jpeg,2022-09-23T20:10:03Z,"US stocks sold off for a fourth straight day on Friday as fears of higher interest rates and slowing economic growth continued to roil markets.
The Dow Jones Industrial Average entered a bear market… [+710 chars]"
85,"{'id': 'wired', 'name': 'Wired'}",Anthony Lydgate,Would You Ditch All This Chaos for a Country in the Cloud?,"Balaji Srinivasan—technologist, investor, prophet, troll—says let the old world sink. Find your tribe and build your bespoke society, or get left behind.",https://www.wired.com/story/would-you-ditch-all-this-chaos-for-a-country-in-the-cloud/,"https://media.wired.com/photos/630e61933dfe1372fb611109/191:100/w_1280,c_limit/WI100122_FF_Sovereign_01.jpg",2022-09-06T10:00:00Z,"As he accrues hundreds of thousands more Twitter followers, Srinivasan dispenses short-term advice (work from home, cancel group events, ramp up testing capacity, stop making comparisons with the flu… [+4906 chars]"
86,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Sam Becker),How to make an NFT: A step-by-step guide to creating non-fungible tokens,"Making an NFT may sound like a technical process, but for most people familiar with the digital asset, it's simple.",https://www.businessinsider.com/personal-finance/how-to-make-an-nft,https://i.insider.com/630774aa830ed800183fb45f?width=1200&format=jpeg,2022-08-25T20:50:37Z,"Non-fungible tokens, or NFTs, have become a market mainstay. Although they're not necessarily new, NFTs have gained steam as artists use them to sell digital artwork, and traders jump on board to mak… [+9989 chars]"
87,"{'id': 'business-insider', 'name': 'Business Insider'}",bnguyen@insider.com (Britney Nguyen),"A 23-year-old, self-described 'Crypto King' reportedly had his Lamborghini, BMWs, and McLarens seized after investors sued him claiming he stole $35 million",Around 140 investors reportedly gave at least $35 million to Aiden Pleterski's company as cryptocurrency and foreign exchange investments.,https://www.businessinsider.com/self-described-crypto-king-aiden-pleterski-sued-cars-seized-report-2022-9,https://i.insider.com/632b8151f576c60018fc282b?width=1200&format=jpeg,2022-09-21T22:06:37Z,"A 23-year-old Canadian who calls himself the ""Crypto King"" reportedly had $2 million worth of assets seized as he's being sued over allegations he defrauded investors.
The seized assets of the man, … [+2193 chars]"
88,"{'id': 'reuters', 'name': 'Reuters'}",,European markets watchdog on red alert for Ukraine war contagion - Reuters.com,The European Union's markets watchdog said on Thursday it was on red alert for contagion after inflation stoked by Russia's invasion of Ukraine has threatened markets' ability to function in an orderly way.,https://www.reuters.com/markets/europe/european-markets-watchdog-red-alert-ukraine-war-contagion-2022-09-01/,https://www.reuters.com/resizer/vd3KDhLtPRLb7dFCaTWDabU4Op0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/DKDWERQNQBNL5KVZPDC4NVE6GU.jpg,2022-09-01T09:08:00Z,"LONDON, Sept 1 (Reuters) - The European Union's markets watchdog said on Thursday it was on red alert for contagion after inflation stoked by Russia's invasion of Ukraine has threatened markets' abil… [+1922 chars]"
89,"{'id': 'reuters', 'name': 'Reuters'}",,Lululemon stretches inventory logic - Reuters.com,"Like a small leggings tear, Lululemon Athletica’s <a href=""https://www.reuters.com/companies/LULU.O"" target=""_blank"">(LULU.O)</a> inventory issues could unravel. The $41 billion yoga-pants maker’s <a href=""https://corporate.lululemon.com/media/press-releases/…",https://www.reuters.com/breakingviews/lululemon-stretches-inventory-logic-2022-09-02/,https://www.reuters.com/resizer/qEJ0prUpclBgppeoGmmGpInR1BM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/L3CZP6XPMRPK3IPFBOTHCFEU4M.jpg,2022-09-02T16:56:00Z,"TORONTO, Sept 2 (Reuters Breakingviews) - Like a small leggings tear, Lululemon Athleticas (LULU.O) inventory issues could unravel. The $41 billion yoga-pants makers second-quarter revenue increased … [+1911 chars]"
90,"{'id': 'reuters', 'name': 'Reuters'}",,Bitcoin falls below $19000 as cryptos creak under rate hike risk - Reuters,Cryptocurrencies fell to fresh lows on Monday on regulatory concerns and as investors globally turned shy on risky assets with interest rate rises looming around the world.,https://www.reuters.com/technology/bitcoin-falls-below-19000-cryptos-creak-under-rate-hike-risk-2022-09-19/,https://www.reuters.com/resizer/7vvHHpQvDtdEIXqXAS7vTw_ipPo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/36XAVNUD7ZKANCOL2HEUR2FOKU.jpg,2022-09-19T06:38:00Z,"SINGAPORE, Sept 19 (Reuters) - Cryptocurrencies fell to fresh lows on Monday on regulatory concerns and as investors globally turned shy on risky assets with interest rate rises looming around the wo… [+1578 chars]"
91,"{'id': 'reuters', 'name': 'Reuters'}",,Central African Republic top court blocks purchases with new cryptocurrency - Reuters,"Central African Republic's Constitutional Court on Monday ruled that the purchase of citizenship, ""e-residency"" and land using a cryptocurrency the government launched last month was unconstitutional.",https://www.reuters.com/technology/central-african-republic-top-court-blocks-purchases-with-new-cryptocurrency-2022-08-29/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=108,2022-08-29T18:10:00Z,"BANGUI, Aug 29 (Reuters) - Central African Republic's Constitutional Court on Monday ruled that the purchase of citizenship, ""e-residency"" and land using a cryptocurrency the government launched last… [+1894 chars]"
92,"{'id': 'reuters', 'name': 'Reuters'}",,FTX Ventures plans to take 30% stake in Scaramucci's SkyBridge Capital - Reuters.com,"FTX Ventures plans to scoop up a 30% stake in SkyBridge Capital, the companies said, making it the latest in a flurry of deals by cryptocurrency's white knight Sam Bankman-Fried.",https://www.reuters.com/markets/us/ftx-ventures-plans-take-30-stake-scaramuccis-skybridge-capital-2022-09-09/,https://www.reuters.com/resizer/zPx2WMSTYuElLMv1Os9l3ArPP2E=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BSGYVH6XH5J4ZNGCDKEOTYP6AA.jpg,2022-09-09T12:26:00Z,"Sept 9 (Reuters) - FTX Ventures plans to scoop up a 30% stake in SkyBridge Capital, the companies said, making it the latest in a flurry of deals by cryptocurrency's white knight Sam Bankman-Fried.
… [+1669 chars]"
93,"{'id': 'reuters', 'name': 'Reuters'}",,"Instacart cuts staff, curbs hiring before IPO -The Information - Reuters","Grocery delivery app Instacart Inc has been letting go staff, slowing hiring and curbing other expenses as it heads toward a public listing, <a href=""https://bit.ly/3SySs6e"" target=""_blank"">the Information</a> reported on Saturday, citing people familiar with…",https://www.reuters.com/business/retail-consumer/instacart-cuts-staff-curbs-hiring-before-ipo-the-information-2022-09-25/,https://www.reuters.com/resizer/GNei_dCCNtYIkMJl5yyiZeiFpVM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/B5A6PVVNTJNUTOXJAU6Z3ZREMI.jpg,2022-09-25T00:36:00Z,"Sept 24 (Reuters) - Grocery delivery app Instacart Inc has been letting go staff, slowing hiring and curbing other expenses as it heads toward a public listing, the Information reported on Saturday, … [+1607 chars]"
94,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),The Dow sheds 300 points and bond yields climb amid warnings about the global economy,"From the Federal Reserve to the Bank of Japan, central banks made key rate adjustments this week that rattled markets.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-recession-bond-yields-climb-fed-2022-9,https://i.insider.com/5f5733a0e6ff30001d4e7632?width=1200&format=jpeg,2022-09-23T13:37:13Z,"US stocks tumbled Friday and bond yields continued to climb amid new warnings on the global economy. 
The Dow lost more than 300 points, and each of the major indexes face their fourth losing sessio… [+854 chars]"
95,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),Legendary investor Mark Mobius says the Fed will hike interest rates as high as 9% if inflation stays high,"Mark Mobius thinks the Fed will hike rates as high as 9% to tame inflation, adding that it believe rates must be higher than inflation to bring it down.",https://markets.businessinsider.com/news/stocks/mark-mobius-interest-rates-could-hit-9-percent-borrowing-fed-2022-9,https://i.insider.com/6321e433e555ad0018529769?width=1200&format=jpeg,2022-09-14T15:18:29Z,"The Federal Reserve could hike interest rates as high as 9%, according to Mark Mobius. 
The famed investor told Bloomberg TV Wednesday that because inflation has remained persistently high, ""the Fed… [+1066 chars]"
96,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),Legendary investor Mark Mobius says the Fed will hike interest rates as high as 9% if inflation stays high,"Mark Mobius thinks the Fed will hike rates as high as 9% to tame inflation, adding that it believe rates must be higher than inflation to bring it down.",https://www.businessinsider.com/mark-mobius-interest-rates-could-hit-9-percent-borrowing-fed-2022-9,https://i.insider.com/6321e433e555ad0018529769?width=1200&format=jpeg,2022-09-14T15:18:29Z,"The Federal Reserve could hike interest rates as high as 9%, according to Mark Mobius. 
The famed investor told Bloomberg TV Wednesday that because inflation has remained persistently high, ""the Fed… [+1066 chars]"
97,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),US stocks continue sell-off as traders brace for more Fed rate hikes later this week,"Last week, global equities saw their worst five-day stretch since June as investors anticipate another jumbo rate hike from the Federal Reserve.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-indexes-slide-as-traders-brace-for-fed-hike-2022-9,https://i.insider.com/63286def4f92910018839bd3?width=1200&format=jpeg,2022-09-19T13:37:48Z,"US stocks dropped Monday ahead of the Federal Reserve's two-day meeting, which begins Tuesday. The dip is a continuation of Friday's sell-off, in which indexes capped off their worst five-day stretch… [+1262 chars]"
98,"{'id': 'business-insider', 'name': 'Business Insider'}",gkay@insider.com (Grace Kay),Dogecoin creator says it 'annoyed' him when Elon Musk tried to send the cryptocurrency 'to the moon',"""He has a tendency to latch onto communities that he can then kind of absorb into his cult of personality,"" Jackson Palmer said.",https://www.businessinsider.com/dogecoin-creator-annoyed-elon-musk-promoted-cryptocurrency-2022-9,https://i.insider.com/631b58410a329a0011e3a646?width=1200&format=jpeg,2022-09-10T11:30:00Z,"Dogecoin co-creator Jackson Palmer said it bothered him when Elon Musk and WallStreetBets' copycat Reddit group SatoshiBets attempted to send the meme currency ""to the moon"" last year.
In an intervi… [+3349 chars]"
99,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carla Mozée),US stocks drop for a 3rd day as Treasury yields spike and recession fears grow after Fed rate hike,The Fed-policy-sensitive 2-year Treasury yield rose to 4.1% for a fresh 15-year high. The 10-year Treasury yield leapt 19 basis points to 3.7%.,https://markets.businessinsider.com/news/stocks/stock-market-news-today-sp-500-extends-fed-spurred-selloff-2022-9,https://i.insider.com/62fab5be306b6300192ae959?width=1200&format=jpeg,2022-09-22T20:15:34Z,"US stocks finished lower Thursday, with the S&amp;P 500 sliding to a two-month low during the session as Treasury yields continued to climb following the Federal Reserve's latest interest rate increa… [+1719 chars]"
100,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carter Kilmann),5 crypto scams to know before you start trading coins,Scammers use various techniques to rob crypto investors. Here are five scams to know and how to avoid them.,https://www.businessinsider.com/personal-finance/crypto-scams,https://i.insider.com/61a79f2b0ed48c0019e53547?width=1200&format=jpeg,2022-09-16T21:42:21Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+9504 chars]"
101,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Tornado Cash was the preferred 'laundering tool' for most NFT scammers before it was sanctioned by the US Treasury, says Elliptic","The crypto mixing platform was the ""laundering tool of choice"" for 52% of NFT scammers, Elliptic Enterprises wrote in a report.",https://markets.businessinsider.com/news/currencies/tornado-cash-nft-us-sanctions-cryptocurrency-crypto-korea-assets-north-2022-8,https://i.insider.com/63076b23830ed800183fb376?width=1200&format=jpeg,2022-08-25T13:18:29Z,"Bad actors turned to Tornado Cash as their preferred tool for laundering cryptocurrency proceeds from non-fungible token scams, research firm Elliptic Enterprises wrote in a Wednesday report. 
The p… [+1014 chars]"
102,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Louis DeNicola),What is cryptocurrency? Here's what to know about this increasingly popular digital currency before getting involved,"Cryptocurrencies are decentralized, digital currencies that use blockchain technology to manage transactions and keep them secure.",https://www.businessinsider.com/personal-finance/what-is-cryptocurrency,https://i.insider.com/61c08aecbc281e00184ed412?width=1200&format=jpeg,2022-09-23T21:15:06Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+8777 chars]"
103,"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Tens of thousands of viewers are watching a fake Apple crypto scam on YouTube right now,"A bogus channel is pretending to live stream an Apple event that actually appears to be a crypto scam. In the chat, the streamer is linking to a shady-looking crypto site.",https://www.theverge.com/2022/9/7/23342120/apple-fake-youtube-live-stream-crypto-scam,https://cdn.vox-cdn.com/thumbor/UkdJWfOptBg1UCnodMD5TYYhq7I=/0x25:1280x695/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24004112/Apple_Event_Live._Ceo_of_Apple_Tim_Cook__Apple___Metaverse_in_2022._3_56_22_screenshot.png,2022-09-08T02:19:28Z,"To be absolutely clear: Apple is not hosting a crypto event
A screenshot from a bogus Apple live stream that actually seems to be a crypto scam.
Screenshot by Jay Peters / The Verge
Someone on You… [+2422 chars]"
104,"{'id': 'the-verge', 'name': 'The Verge'}",Ash Parrish,Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations,"Mizkif, owner of the Texas-based OTKNetwork, was accused of covering up and downplaying the sexual assault of a streamer after he took a jab at Trainwreckstv’s alleged crypto scam.",https://www.theverge.com/2022/9/20/23363760/mizkif-trainwreckstv-sexual-harassment-twitch-adrianahlee,https://cdn.vox-cdn.com/thumbor/YjfVc0m0nkihGe8AKxm1b1mOyaA=/0x0:1257x707/1200x628/filters:focal(629x354:630x355)/cdn.vox-cdn.com/uploads/chorus_asset/file/24039590/Screenshot_2022_09_20_162856.jpg,2022-09-20T20:31:45Z,"Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations
Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations
 / After taking shots at … [+3773 chars]"
105,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,Apple settles lawsuit with developer over App Store rejections and scams,"An app developer’s lawsuit over App Store rejections, scams and fraud has ended in a settlement agreement after court filings show a request to dismiss the suit earlier this summer. The plaintiff, app developer and former Pinterest engineer Kosta Eleftheriou,…",https://techcrunch.com/2022/09/01/apple-settles-lawsuit-with-developer-over-app-store-rejections-and-scams/,https://techcrunch.com/wp-content/uploads/2022/07/app-store-ios-2022-b.jpg?w=712,2022-09-01T19:21:03Z,"An app developer’s lawsuit over App Store rejections, scams and fraud has ended in a settlement agreement after court filings show a request to dismiss the suit earlier this summer. The plaintiff, ap… [+5948 chars]"
106,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Taylor Hatmaker,Twitch responds to gambling scam drama by banning some betting sites,"Twitch is cracking down on some gambling sites after a streamer scammed his peers out of tens of thousands of dollars to fuel a betting habit, kicking off a firestorm about how the platform should handle games of chance in the process. Over the weekend, ItsSl…",https://techcrunch.com/2022/09/20/twitch-sliker-gambling-drama/,"https://techcrunch.com/wp-content/uploads/2021/10/twitch-coin-glitch.jpg?resize=1200,675",2022-09-21T05:59:13Z,"Twitch is cracking down on some gambling sites after a streamer scammed his peers out of tens of thousands of dollars to fuel a betting habit, kicking off a firestorm about how the platform should ha… [+3548 chars]"
107,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Lucas Matney,Arpeggi Labs banks a16z funding to build web3 music creation software,"The quest to define what exactly a web3 use case looks like hasn’t always been easy, but has allowed plenty of founders to get creative in building out products designed to tap the ethos of decentralization and the business opportunities of the creator econom…",https://techcrunch.com/2022/09/14/arpeggi-labs-banks-a16z-funding-to-build-web3-music-creation-software/,"https://techcrunch.com/wp-content/uploads/2022/09/Screen-Shot-2022-09-14-at-12.06.49-PM.png?resize=1200,713",2022-09-14T19:17:36Z,"The quest to define what exactly a web3 use case looks like hasn’t always been easy, but has allowed plenty of founders to get creative in building out products designed to tap the ethos of decentral… [+2153 chars]"
108,"{'id': 'business-insider', 'name': 'Business Insider'}",bnguyen@insider.com (Britney Nguyen),Facebook scammers recruited into the shadowy job after being trafficked say they were punished with push-ups or tased for failing,"One of the workers said workers who didn't meet their quota of ""clients"" for the Facebook scam had to do 50 push-ups for each client they missed.",https://www.businessinsider.com/facebook-scammers-cambodia-trafficked-indonesia-punished-taser-push-ups-report-2022-9,https://i.insider.com/632ca4fef576c60018fc453c?width=1200&format=jpeg,2022-09-22T19:27:19Z,"A new investigation into the trafficking of Indonesian nationals into Cambodia sheds light on some of the working conditions of those caught up the shadowy world of scamming people on Facebook.
Indo… [+2466 chars]"
109,"{'id': 'reuters', 'name': 'Reuters'}",,Malaysia brings home 15 victims of Cambodian cybercrime racket - Reuters,"Malaysian authorities have rescued 15 victims of suspected cybercrime rackets in Cambodia, its foreign ministry said, as the government steps up efforts to help hundreds of its citizens trapped by similar operations across Southeast Asia.",https://www.reuters.com/world/asia-pacific/malaysia-brings-home-15-victims-cambodian-cybercrime-racket-2022-09-22/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=111,2022-09-22T02:52:00Z,"KUALA LUMPUR, Sept 22 (Reuters) - Malaysian authorities have rescued 15 victims of suspected cybercrime rackets in Cambodia, its foreign ministry said, as the government steps up efforts to help hund… [+1318 chars]"
110,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Louis DeNicola),What is cryptocurrency? Here's what to know about this increasingly popular digital currency before getting involved,"Cryptocurrencies are decentralized, digital currencies that use blockchain technology to manage transactions and keep them secure.",https://www.businessinsider.com/personal-finance/what-is-cryptocurrency,https://i.insider.com/61c08aecbc281e00184ed412?width=1200&format=jpeg,2022-09-23T21:15:06Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+8777 chars]"
111,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carter Kilmann),5 crypto scams to know before you start trading coins,Scammers use various techniques to rob crypto investors. Here are five scams to know and how to avoid them.,https://www.businessinsider.com/personal-finance/crypto-scams,https://i.insider.com/61a79f2b0ed48c0019e53547?width=1200&format=jpeg,2022-09-16T21:42:21Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+9504 chars]"
112,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Tornado Cash was the preferred 'laundering tool' for most NFT scammers before it was sanctioned by the US Treasury, says Elliptic","The crypto mixing platform was the ""laundering tool of choice"" for 52% of NFT scammers, Elliptic Enterprises wrote in a report.",https://markets.businessinsider.com/news/currencies/tornado-cash-nft-us-sanctions-cryptocurrency-crypto-korea-assets-north-2022-8,https://i.insider.com/63076b23830ed800183fb376?width=1200&format=jpeg,2022-08-25T13:18:29Z,"Bad actors turned to Tornado Cash as their preferred tool for laundering cryptocurrency proceeds from non-fungible token scams, research firm Elliptic Enterprises wrote in a Wednesday report. 
The p… [+1014 chars]"
113,"{'id': 'the-verge', 'name': 'The Verge'}",Ash Parrish,Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations,"Mizkif, owner of the Texas-based OTKNetwork, was accused of covering up and downplaying the sexual assault of a streamer after he took a jab at Trainwreckstv’s alleged crypto scam.",https://www.theverge.com/2022/9/20/23363760/mizkif-trainwreckstv-sexual-harassment-twitch-adrianahlee,https://cdn.vox-cdn.com/thumbor/YjfVc0m0nkihGe8AKxm1b1mOyaA=/0x0:1257x707/1200x628/filters:focal(629x354:630x355)/cdn.vox-cdn.com/uploads/chorus_asset/file/24039590/Screenshot_2022_09_20_162856.jpg,2022-09-20T20:31:45Z,"Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations
Streamer involved in Twitch gambling saga now embroiled in sexual assault allegations
 / After taking shots at … [+3773 chars]"
114,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Taylor Hatmaker,Elon Musk taps the Twitter whistleblower for help in his quest to get out of the deal,"With the Twitter trial date rapidly approaching, Elon Musk’s legal team sent a subpoena to former Twitter head of security Peiter “Mudge” Zatko, who filed a whistleblower complaint against the company that was made public last week. In the complaint,  Zatko a…",https://techcrunch.com/2022/08/29/elon-musk-twitter-whistleblower-zatko-subpoena/,https://techcrunch.com/wp-content/uploads/2022/05/GettyImages-1395371333.jpg?w=711,2022-08-29T21:41:04Z,"With the Twitter trial date rapidly approaching, Elon Musk’s legal team sent a subpoena to former Twitter head of security Peiter “Mudge” Zatko, who filed a whistleblower complaint against the compan… [+4830 chars]"
115,"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,"Twitter starts testing an edit button, but you have to pay for it",Twitter is finally testing its edit button. Editable tweets will be available for some Twitter Blue subscribers in late September.,https://www.theverge.com/2022/9/1/23332363/twitter-edit-button-blue-subscription,https://cdn.vox-cdn.com/thumbor/jDjIUIi9gI8WQMyJNMafYe-Ny6I=/0x0:1496x926/fit-in/1200x630/filters:fill(ffffff)/cdn.vox-cdn.com/uploads/chorus_asset/file/23987733/IMG_8375.jpg,2022-09-01T12:52:48Z,"Twitter Blue subscribers get access later this month
Illustration by Alex Castro / The Verge
Twitter is now testing its highly-requested Edit Tweet feature. After years of memes and jokes, editable… [+2353 chars]"
116,"{'id': 'reuters', 'name': 'Reuters'}",,Cambodian police raid alleged cybercrime trafficking compounds | Reuters,"Cambodian authorities said raids are underway this week at suspected cybercrime compounds across the Southeast Asian country, uncovering evidence of human trafficking, illegal confinement and torture.",https://www.reuters.com/world/asia-pacific/cambodian-police-raid-alleged-cybercrime-trafficking-compounds-2022-09-21/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=111,2022-09-21T06:42:01Z,"BANGKOK, Sept 21 (Reuters) - Cambodian authorities said raids are underway this week at suspected cybercrime compounds across the Southeast Asian country, uncovering evidence of human trafficking, il… [+3035 chars]"
117,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Fugitive Turkish crypto fraud suspect arrested in Albania resort - Reuters,"Albanian police on Tuesday arrested the fugitive Turkish founder of crypto-exchange Thodex, wanted by Interpol for suspected crypto fraud and at large for a year, police and media said.",https://www.reuters.com/article/albania-turkey-cryptocurrencies-arrests-idUSKBN2Q011N,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2022-08-30T13:06:00Z,"By Reuters Staff
TIRANA (Reuters) - Albanian police on Tuesday arrested the fugitive Turkish founder of crypto-exchange Thodex, wanted by Interpol for suspected crypto fraud and at large for a year,… [+1638 chars]"
